Country,Time,Long-term unemployment rate
France,2015,4.46996067963612
France,2016,4.50207247522966
France,2017,4.17508313727248
France,2018,3.69646013293288
France,2019,3.31265399579318
France,2020,2.97373960231205
France,2021,2.34403210574928
Germany,2004,5.38517095544271
Germany,2005,5.97678967046962
Germany,2006,5.87358998212049
Germany,2007,4.94945433158081
Germany,2008,3.99856736742017
Germany,2009,3.56358234963553
Germany,2010,3.38532690890201
Germany,2011,2.83031989280916
Germany,2012,2.47791496255023
Germany,2013,2.378655249749
Germany,2014,2.2507862666267
Germany,2015,2.0762063340623
Germany,2016,1.73096767297799
Germany,2017,1.60498173285969
Germany,2018,1.43256440168072
Germany,2019,1.2251720009199
Germany,2020,1.15447132908174
Germany,2021,1.18838734972149
Greece,2004,5.68263317883997
Greece,2005,5.26419040856509
Greece,2006,4.95223986764208
Greece,2007,4.23797294922154
Greece,2008,3.71304052757961
Greece,2009,3.94266713432813
Greece,2010,5.75657998031123
Greece,2011,8.93296333069328
Greece,2012,14.5913913654034
Greece,2013,18.5848282418782
Greece,2014,19.6259538343612
Greece,2015,18.3626800601503
Greece,2016,17.0589532800174
Greece,2017,15.7530955832998
Greece,2018,13.6843590610358
Greece,2019,12.2634849887954
Greece,2020,10.9847543388165
Greece,2021,9.36739959490324
Hungary,2004,2.75898044629279
Hungary,2005,3.33933681398711
Hungary,2006,3.48718501182551
Hungary,2007,3.54047814732316
Hungary,2008,3.72310640533256
Hungary,2009,4.28373645920428
Hungary,2010,5.65632873649162
Hungary,2011,5.42483859993229
Hungary,2012,5.15516350045665
Hungary,2013,5.0990848275165
Hungary,2014,3.79748976926159
Hungary,2015,3.19809237914029
Hungary,2016,2.43584812082908
Hungary,2017,1.73348663559594
Hungary,2018,1.48014858895422
Hungary,2019,1.13464287350842
Hungary,2020,1.16958097734234
Hungary,2021,1.26899481252839
Iceland,2004,0.404867787440895
Iceland,2005,0.392537527684998
Iceland,2006,0.261614451431047
Iceland,2007,0.24247124011915
Iceland,2008,0.155193439054679
Iceland,2009,0.579961194903675
Iceland,2010,1.8067458915415
Iceland,2011,2.19807541254496
Iceland,2012,1.90432840958304
Iceland,2013,1.30453897456701
Iceland,2014,0.818432808738188
Iceland,2015,0.760037039328455
Iceland,2016,0.312191263740134
Iceland,2017,0.353943341428093
Iceland,2018,0.431682819636402
Iceland,2019,0.303618439137881
Iceland,2020,0.693889777919251
Iceland,2021,1.31462040943297
Ireland,2004,1.47947928203068
Ireland,2005,1.36626086065134
Ireland,2006,1.34384062467537
Ireland,2007,1.46539872660702
Ireland,2008,1.78299588069909
Ireland,2009,3.71945315004193
Ireland,2010,7.23517371289197
Ireland,2011,9.29644997399972
Ireland,2012,9.73683489839942
Ireland,2013,8.49348391749488
Ireland,2014,7.17798207695406
Ireland,2015,5.83560802376582
Ireland,2016,4.48122783105703
Ireland,2017,3.19590750785843
Ireland,2018,2.21497029356401
Ireland,2019,1.51001332648507
Ireland,2020,1.2007158399838
Ireland,2021,1.67148173809499
Italy,2004,3.96492487734554
Italy,2005,3.89407557430513
Italy,2006,3.40096540514958
Italy,2007,2.92603835391185
Italy,2008,3.11246404077102
Italy,2009,3.50252401596705
Italy,2010,4.10807075681066
Italy,2011,4.40482847787245
Italy,2012,5.74411271585393
Italy,2013,7.02294282802878
Italy,2014,7.91974964304122
Italy,2015,7.12915931677384
Italy,2016,6.93585150250508
Italy,2017,6.71772675350908
Italy,2018,6.38982437782994
Italy,2019,5.84743972169918
Italy,2020,4.97652002644496
Italy,2021,5.62692824515966
Japan,2004,1.65263530665773
Japan,2005,1.54029725818342
Japan,2006,1.41262168242874
Japan,2007,1.29565233033064
Japan,2008,1.38614950438301
Japan,2009,1.50319461597326
Japan,2010,1.98995667631481
Japan,2011,1.87300582496864
Japan,2012,1.75451223994625
Japan,2013,1.75304000464916
Japan,2014,1.41474937676534
Japan,2015,1.24972458072274
Japan,2016,1.29309466427854
Japan,2017,1.08338936723746
Japan,2018,0.820949987440326
Japan,2019,0.794615222819181
Japan,2020,0.829905799723321
Japan,2021,1.06338655365659
Korea,2004,0.0426232976203814
Korea,2005,0.0317946950413149
Korea,2006,0.0397131565974618
Korea,2007,0.0194360724953414
Korea,2008,0.0145515089474484
Korea,2009,0.0195858023078509
Korea,2010,0.0119083547553922
Korea,2011,0.0137137007791839
Korea,2012,0.0099454459317508
Korea,2013,0.0127434843176053
Korea,2014,0.0080827587309015
Korea,2015,0.0136232420332689
Korea,2016,0.0353657037535475
Korea,2017,0.0492963188371352
Korea,2018,0.0535105682644753
Korea,2019,0.0349192852746233
Korea,2020,0.0245008684093052
Korea,2021,0.0445812543498208
Luxembourg,2004,1.07527340454539
Luxembourg,2005,1.18874652354703
Luxembourg,2006,1.39932443544176
Luxembourg,2007,1.1667559035719
Luxembourg,2008,1.63824962241519
Luxembourg,2009,1.19064152969975
Luxembourg,2010,1.28810568270105
Luxembourg,2011,1.42167036095232
Luxembourg,2012,1.57213235119954
Luxembourg,2013,1.7989277539799
Luxembourg,2014,1.61231027576381
Luxembourg,2015,1.90620955983369
Luxembourg,2016,2.20662868649477
Luxembourg,2017,2.10896004489639
Luxembourg,2018,1.38703914417377
Luxembourg,2019,1.37776427389848
Luxembourg,2020,1.82894777699311
Luxembourg,2021,1.80258305280476
Mexico,2004,0.0424061481046487
Mexico,2005,0.067895983449058
Mexico,2006,0.0610540342255253
Mexico,2007,0.0704446579300131
Mexico,2008,0.0635722074867838
Mexico,2009,0.0900749101811858
Mexico,2010,0.106856861913568
Mexico,2011,0.112858768271383
Mexico,2012,0.091721766780061
Mexico,2013,0.0850292944785605
Mexico,2014,0.0818179003963323
Mexico,2015,0.0751900082185471
Mexico,2016,0.0801315203493699
Mexico,2017,0.0697808289304301
Mexico,2018,0.0532771074461699
Mexico,2019,0.0635227259035317
Mexico,2020,0.063350865417336
Mexico,2021,0.203912317258474
Netherlands,2004,1.94156193588711
Netherlands,2005,2.37156383325944
Netherlands,2006,2.16240074510545
Netherlands,2007,1.65326287203062
Netherlands,2008,1.2617635627088
Netherlands,2009,1.08885394111888
Netherlands,2010,1.38819397779783
Netherlands,2011,1.6630240420556
Netherlands,2012,1.9681290240064
Netherlands,2013,2.60301098812498
Netherlands,2014,2.98280086824652
Netherlands,2015,3.01684320431292
Netherlands,2016,2.58800866521689
Netherlands,2017,1.97852378539958
Netherlands,2018,1.45386132705486
Netherlands,2019,1.0584895054787
Netherlands,2020,0.92721672409221
Netherlands,2021,0.858722017934557
New Zealand,2004,0.476038903621214
New Zealand,2005,0.380751562030163
New Zealand,2006,0.299305629576998
New Zealand,2007,0.223915471674841
New Zealand,2008,0.184737407962753
New Zealand,2009,0.404141013979636
New Zealand,2010,0.598889288737789
New Zealand,2011,0.598523402137218
New Zealand,2012,0.957344219653976
New Zealand,2013,0.742320560707466
New Zealand,2014,0.781376520340179
New Zealand,2015,0.779430202713975
New Zealand,2016,0.757774350337204
New Zealand,2017,0.775187971860327
New Zealand,2018,0.608640321663974
New Zealand,2019,0.545129940991618
New Zealand,2020,0.42123012199131
New Zealand,2021,0.446028624293903
Norway,2004,0.769589602191561
Norway,2005,0.827766291291493
Norway,2006,0.798230506813381
Norway,2007,0.464833729692016
Norway,2008,0.341381049957705
Norway,2009,0.519688343953684
Norway,2010,0.739777999293705
Norway,2011,0.782633866312694
Norway,2012,0.638294131032034
Norway,2013,0.735024005163599
Norway,2014,0.825368683735988
Norway,2015,1.05647358052084
Norway,2016,1.31746634304831
Norway,2017,1.25723416181009
Norway,2018,1.05845691023962
Norway,2019,0.913434804722104
Norway,2020,0.94641114585172
Norway,2021,1.09221124156993
Poland,2004,9.24055941724369
Poland,2005,9.405812796362
Poland,2006,7.07831406476964
Poland,2007,4.4567378730799
Poland,2008,2.08952989393592
Poland,2009,2.08534598917225
Poland,2010,2.48743800194475
Poland,2011,3.08347980138053
Poland,2012,3.55154574435435
Poland,2013,3.81672379352316
Poland,2014,3.29790192431059
Poland,2015,2.98474729960759
Poland,2016,2.1840212973607
Poland,2017,1.54102882527166
Poland,2018,1.04991795741884
Poland,2019,0.719185161025757
Poland,2020,0.644057247051946
Poland,2021,0.912725047659805
Portugal,2004,3.11731482824862
Portugal,2005,3.88764054779484
Portugal,2006,4.10110597282549
Portugal,2007,3.99430118944117
Portugal,2008,3.80504376684429
Portugal,2009,4.42137724164489
Portugal,2010,5.96192326014354
Portugal,2011,6.62715745475305
Portugal,2012,8.19711833655685
Portugal,2013,9.81987502518817
Portugal,2014,8.81019886831029
Portugal,2015,7.53849311435231
Portugal,2016,6.45714393759172
Portugal,2017,4.63130384922794
Portugal,2018,3.19941314228896
Portugal,2019,2.8802797457996
Portugal,2020,2.38158801046579
Portugal,2021,2.92113223486708
Slovak Republic,2004,11.0052217103516
Slovak Republic,2005,11.0287618249328
Slovak Republic,2006,9.75274311376769
Slovak Republic,2007,7.81838778963201
Slovak Republic,2008,6.33467635724658
Slovak Republic,2009,6.15669988309882
Slovak Republic,2010,8.54899080387927
Slovak Republic,2011,8.74110088454201
Slovak Republic,2012,8.92094275744864
Slovak Republic,2013,9.49462489339861
Slovak Republic,2014,8.82540955713471
Slovak Republic,2015,7.18543144239334
Slovak Republic,2016,5.49316434963686
Slovak Republic,2017,4.82003908166851
Slovak Republic,2018,3.83621722122579
Slovak Republic,2019,3.20777893524074
Slovak Republic,2020,3.0475183501532
Slovak Republic,2021,3.9135826630756
Spain,2004,3.51127525096592
Spain,2005,2.242968361223
Spain,2006,1.83932026635563
Spain,2007,1.68780473691327
Spain,2008,2.03580140189993
Spain,2009,4.27363261755458
Spain,2010,7.31680903195696
Spain,2011,8.94899191371008
Spain,2012,11.0615179097192
Spain,2013,13.0264101186229
Spain,2014,12.978469043661
Spain,2015,11.4447269451703
Spain,2016,9.54846930806864
Spain,2017,7.70900517437628
Spain,2018,6.40549861064577
Spain,2019,5.3687998475616
Spain,2020,5.02035079417711
Spain,2021,6.21817297914197
Sweden,2004,1.25026829404192
Sweden,2007,0.795323041776973
Sweden,2008,0.76232926943929
Sweden,2009,1.08062502049448
Sweden,2010,1.51101810171136
Sweden,2011,1.44676986954865
Sweden,2012,1.42672089150946
Sweden,2013,1.39748682140728
Sweden,2014,1.36545684365075
Sweden,2015,1.33165527198339
Sweden,2016,1.1952933492865
Sweden,2017,1.1455316519297
Sweden,2018,0.930340170974759
Sweden,2019,0.83971853760002
Sweden,2020,1.00047355267874
Sweden,2021,1.74131545415928
Switzerland,2004,1.47827980201802
Switzerland,2005,1.76151022795006
Switzerland,2006,1.58893837749906
Switzerland,2007,1.51330960039458
Switzerland,2008,1.1703335996595
Switzerland,2009,1.26751834036434
Switzerland,2010,1.74556950946689
Switzerland,2011,1.79977191482415
Switzerland,2012,1.68617213253131
Switzerland,2013,1.64612467857444
Switzerland,2014,1.92220726044117
Switzerland,2015,1.94589437963243
Switzerland,2016,2.00529762274436
Switzerland,2017,1.87946474439508
Switzerland,2018,1.92326981993013
Switzerland,2019,1.71021995692416
Switzerland,2020,1.71713181022166
Switzerland,2021,2.17675592766227
Türkiye,2004,4.36279645171434
Türkiye,2005,4.29942243432017
Türkiye,2006,3.73427277133151
Türkiye,2007,3.18665674256734
Türkiye,2008,3.01345346083422
Türkiye,2009,3.6227886239533
Türkiye,2010,3.46701852858257
Türkiye,2011,2.64939108665754
Türkiye,2012,2.34412144064867
Türkiye,2013,2.42055435492347
Türkiye,2014,2.08396633466085
Türkiye,2015,2.22319183041069
Türkiye,2016,2.28776066513314
Türkiye,2017,2.43811952321537
Türkiye,2018,2.50542241522265
Türkiye,2019,3.29280036827867
Türkiye,2020,3.36230561732295
Türkiye,2021,3.8104700494078
United Kingdom,2004,0.988674270036721
United Kingdom,2005,1.04326017290351
United Kingdom,2006,1.21121703413187
United Kingdom,2007,1.24335908230004
United Kingdom,2008,1.39264014613788
United Kingdom,2009,1.90384085024876
United Kingdom,2010,2.53021356816247
United Kingdom,2011,2.72929671475959
United Kingdom,2012,2.79282839702841
United Kingdom,2013,2.77717704342028
United Kingdom,2014,2.28073728114338
United Kingdom,2015,1.65192537438029
United Kingdom,2016,1.31787723587683
United Kingdom,2017,1.13919712263122
United Kingdom,2018,1.06998896395674
United Kingdom,2019,0.955016673056581
United Kingdom,2020,0.944766600570631
United Kingdom,2021,1.28304031248226
United States,2004,0.709128804080341
United States,2005,0.604259772839165
United States,2006,0.469343941809973
United States,2007,0.465176240825427
United States,2008,0.62251671259116
United States,2009,1.52445292935838
United States,2010,2.83122530175916
United States,2011,2.83981629970766
United States,2012,2.39166744070466
United States,2013,1.94001242577515
United States,2014,1.43997959447514
United States,2015,1.00107785205046
United States,2016,0.841101891685446
United States,2017,0.665581607591487
United States,2018,0.52565043330899
United States,2019,0.471956270392014
United States,2020,0.455178596578808
United States,2021,1.25264806161233
Colombia,2004,4.26126571447166
Colombia,2005,3.41040462771131
Colombia,2007,1.37643975529125
Colombia,2008,1.17450988901722
Colombia,2009,1.41058750426353
Colombia,2010,1.43935758616998
Colombia,2011,1.15600953671704
Colombia,2012,1.0121887603463
Colombia,2013,0.861290995991078
Colombia,2014,0.857256019118626
Colombia,2015,0.705349391135258
Colombia,2016,0.698242340159659
Colombia,2017,0.817516570631686
Colombia,2018,1.00713610908939
Colombia,2019,1.24903450585802
Colombia,2020,1.11469406658459
Colombia,2021,2.52035709895299
Estonia,2004,5.2960400887691
Estonia,2005,4.45557473568253
Estonia,2006,2.94351983938843
Estonia,2007,2.35462230353198
Estonia,2008,1.73226070321984
Estonia,2009,3.77402263075396
Estonia,2010,7.72471925197619
Estonia,2011,7.20353934402686
Estonia,2012,5.56953216021717
Estonia,2013,3.92327799142068
Estonia,2014,3.39728016728488
Estonia,2015,2.40260246825455
Estonia,2016,2.19415175361954
Estonia,2017,1.98284538401948
Estonia,2018,1.35123193003217
Estonia,2019,0.91190862307809
Estonia,2020,1.19929253984797
Estonia,2021,1.63508454939404
Israel,2004,3.16338130975234
Israel,2005,2.8986847404947
Israel,2006,2.9437960911099
Israel,2007,2.34461031677436
Israel,2008,1.7652270167785
Israel,2009,1.94828784299074
Israel,2010,1.92138647838559
Israel,2011,1.46329958265044
Israel,2012,0.923092786647533
Israel,2013,0.805101938477417
Israel,2014,0.637231060053363
Israel,2015,0.61192573553099
Israel,2016,0.66143999467197
Israel,2017,0.497049754241964
Israel,2018,0.286035537416317
Israel,2019,0.222696503796513
Israel,2020,0.219930711055761
Israel,2021,0.486660820120163
Latvia,2004,5.02475003914281
Latvia,2005,4.52828516384888
Latvia,2006,2.44309990861261
Latvia,2007,1.67630432656631
Latvia,2008,1.92717054133405
Latvia,2009,4.63619218755626
Latvia,2010,8.91508609202718
Latvia,2011,8.99720027117376
Latvia,2012,7.98745979851668
Latvia,2013,5.87554175942908
Latvia,2014,4.77823607834306
Latvia,2015,4.58692963420584
Latvia,2016,4.11042348597359
Latvia,2017,3.35708398888105
Latvia,2018,3.16566981723592
Latvia,2019,2.48259107262511
Latvia,2020,2.30030046844216
Latvia,2021,2.38485581918486
Lithuania,2004,5.64197437634974
Lithuania,2005,4.45643896174472
Lithuania,2006,2.6410286971244
Lithuania,2007,1.40212946256868
Lithuania,2008,1.26822411738181
Lithuania,2009,3.31276220738405
Lithuania,2010,7.52584574563121
Lithuania,2011,8.16521300217187
Lithuania,2012,6.70809455348769
Lithuania,2013,5.14572330571884
Lithuania,2014,4.8714215394802
Lithuania,2015,3.99566301200129
Lithuania,2016,3.08990082421666
Lithuania,2017,2.7415293572044
Lithuania,2018,2.0422480664601
Lithuania,2019,1.98331634214365
Lithuania,2020,2.55387767692539
Lithuania,2021,2.71264646166889
Slovenia,2004,3.31730263206865
Slovenia,2005,3.15584787820483
Slovenia,2006,3.00286964444983
Slovenia,2007,2.26538388987269
Slovenia,2008,1.88226137041673
Slovenia,2009,1.80628067137861
Slovenia,2010,3.20995255199636
Slovenia,2011,3.68754379108687
Slovenia,2012,4.30748909062207
Slovenia,2013,5.24146197011428
Slovenia,2014,5.39648555799206
Slovenia,2015,4.76261720187702
Slovenia,2016,4.31664221950592
Slovenia,2017,3.16349673152586
Slovenia,2018,2.23315419109916
Slovenia,2019,1.93416726130827
Slovenia,2020,1.95339547670321
Slovenia,2021,1.96348893304513
South Africa,2004,16.0708141673846
South Africa,2005,15.1790787662452
South Africa,2006,13.4481438498672
South Africa,2007,12.8856331363436
South Africa,2008,11.3292906210702
South Africa,2009,11.8615473198885
South Africa,2010,14.1135165765061
South Africa,2011,14.793242454741
South Africa,2012,14.5487979103937
South Africa,2013,14.2995339053165
South Africa,2014,14.4838123946587
South Africa,2015,14.4350156134271
South Africa,2016,15.6983234411219
South Africa,2017,16.5908991654015
South Africa,2018,16.8338650778748
South Africa,2019,18.5945597422601
South Africa,2020,18.0386115805199
South Africa,2021,24.484060994677
Costa Rica,2012,1.01101723876768
Costa Rica,2013,1.0541329963928
Costa Rica,2014,1.55651222891999
Costa Rica,2015,1.56080035510209
Costa Rica,2016,1.61625655849022
Costa Rica,2017,1.36037900729224
Costa Rica,2018,1.51397718521567
Costa Rica,2019,1.54500208291895
Costa Rica,2020,1.51961867879254
Costa Rica,2021,3.48745231958017
Russia,2004,3.06730650618595
Russia,2005,2.79988069303734
Russia,2006,3.01568097466779
Russia,2007,2.4671504827934
Russia,2008,2.19738910812596
Russia,2009,2.40195310673777
Russia,2010,2.21892537142289
Russia,2011,2.14848219183599
Russia,2012,1.69430208479342
Russia,2013,1.70659610948626
Russia,2014,1.45506668703863
Russia,2015,1.52946154963528
Russia,2016,1.64617717678589
Russia,2017,1.59231170612624
Russia,2018,1.38210375480142
Russia,2019,1.10044956678006
Russia,2020,1.09878458242968
